Column1,Column2,Column3,Column4,Column5
Zack Butler:Ivona Bezakova:Kimberly Fluet,"End-of-course evaluations and other student surveys typically include the opportunity for students to provide free-form comments. These are rich sources of data but are often only subjectively taken into account to further improve course delivery or analyze the effectiveness of assignments. We designed several puzzle-based assignments for typical CS1/2 topics and surveyed students as part of our efforts to analyze the assignments' efficacy and improve them over time. The surveys included traditional measures such as demographic data, Likert-scaled questions about assignment perceptions, and open-ended comments. With thousands of survey responses, we wanted to see if the open-ended comments yield additional, statistically significant, insights on either the assignments or students' learning. We developed a coding scheme for the comments using grounded theory analysis to represent patterns among the data. After refining the coding scheme we statistically analyzed the comments and found some interesting relationships, not apparent from the Likert-scaled questions, among certain codes. We also conducted extensive semi-structured interviews with instructors and student teaching assistants, also using grounded theory analysis to develop a set of codes for these different perspectives. The coding processes themselves allowed for a deeper understanding of the concerns about and appreciation for the assignments from both groups of participants. This poster reports on how the statistical results and the coding schemes, including the overlap and dissonance between the two coding schemes, inform our continued efforts to improve both assignment development and future research on the teaching and learning of CS concepts.",Qualitative Analysis of Open-ended Comments in Introductory CS Courses: (Abstract Only),NA:NA:NA,2018
Michael A. Posner:Darina Dicheva:Christo Dichev:Don Goelman:Lillian (Boots) Cassel,"Data Science, often described at the intersection of computer science, statistical thinking and analysis, and subject matter expertise, has seen an exponential growth in the past few years. Courses (and entire programs) have been appearing at such a fast rate at most institutions of higher education, as well as some high schools, that comparisons between curricular and delivery models and rigorous discipline-based education research are often overlooked in order to gain competitive advantages. This study attempts to rectify that absence by evaluating, comparing, and discussing four different courses offered at two different institutions of higher education. Funded by NSF via a collaborative grant (DUE-1432438), faculty from Computer Science and Statistics departments collaborated on the development and evaluation of introductory courses in Data Science for all students, using a discipline-based education research approach. Data on students were gathered including demographics, curriculum, statistical knowledge, and attitudes towards Data Science. Post-course growth was measured, when available, and compared through formal statistical inference. End-of-course evaluations, with supplemental questions about student learning, were reviewed and will be summarized. Finally, reflections on successes, challenges, and lessons learned will be shared.",1 Grant + 2 Institutions + 3 Course Variations = Data Science 4 All: (Abstract Only),NA:NA:NA:NA:NA,2018
Md Mahmudur Rahman,"A core challenge in introductory programming courses during the freshmen year is getting students to understand how a static textual representation (source code) maps to a highly dynamic process (program execution). Most students nowadays are visual learners who learn programming concept better through web-based visual and interactive learning instead of learning from traditional black board lecturing styles. This presentation will report our experience with positive learning outcomes in teaching an introductory programming course in Python by using a dynamic visual programming development environment based on flow-charts (RAPTOR) and active learning with an interactive eBook (zyBook). In this study, eleven sections of COSC 111 were included over three semesters as control and experimental groups. Analysis showed a marginally significant difference (F (1,5) = 5.87; p = 0.060) between sections taught via the traditional method and sections taught with the proposed pedagogical innovation. We also found that there are statistically significant positive correlations in between uses of the interactive book (eBook) and performances of students in tests. To add to our understanding of what students were experiencing, we also administered a survey to students at the end of the course. Regarding learning styles and tools, survey result showed that the eBook was helpful in understanding programming concepts (71.5%), that the instant feedback that the online book provided was helpful (82.9%), that the class discussion and interaction were helpful (85.7%). Overall, it seems that the proposed pedagogical approaches have made a positive difference by increasing student motivation and engagement, and reducing failure rates.",Infusing Visual Programming and Interactive Learning to Teach an Introductory Programming Course with Positive Learning Outcomes: (Abstract Only),NA,2018
Todd Lash:Maya Israel,"Now more than ever, students with disabilities are participating in computer science (CS) education. As CS increasingly becomes a part of the general curriculum in grades K-8, ensuring that these learning experiences are equitable and accessible for a wide range of learners may help broaden the diversity of individuals who choose to engage in computing experiences throughout their schooling and into their professional lives (Qualls & Sherrell, 2010). Therefore, it is essential to identify pedagogical approaches that lower barriers for students with disabilities and give teachers new tools to help those students succeed. Initial findings will be presented from a National Science Foundation STEM+C project derived from a series of qualitative case studies about challenges faced by K-8 students with disabilities in CS education. These findings have been converted to practitioner-oriented pedagogy briefs, written in the form of vignettes, and grounded in our own research findings as well as special education best practice. These pedagogy briefs are disseminated to practitioners and used for professional development and intervention work. Current topics include: Universal Design for Learning, project planning, co-teaching, working with paraeducators, and promoting student collaboration. Pedagogy briefs will be available and can be found on the Creative Technology Research Lab (CTRL) website: http://ctrl.illinois.education.edu",Bridging the Research to Practice Gap with Project TACTICal Briefs: (Abstract Only),NA:NA,2018
Matthew Peveler:Evan Maicus:Buster Holzbauer:Barbara Cutler,"Traditionally, automated testing and grading of student programming assignments has been done in either a jailed sandbox environment or within a virtual machine (VM). For a VM, each submission is given its own instantiation of a guest operating system (OS) running atop the host OS, with no ability for a given submission to affect anything outside the VM. However, using a VM is expensive in terms of system resource usages, especially for RAM and memory, making it less than ideal for solutions without unlimited resources. Jailed sandboxes on the other hand allow student submissions to run directly on the server. Sufficient security measures must be implemented to ensure that students cannot access each other's submissions or the server at large, and must prevent runaway programs, over-utilization of system resources. Jailed sandboxes have a larger attack vector than VMs. Within the past several years, container systems have been gaining popularity and usage within the computer science industry, primarily through solutions such as Docker. These containers give similar security protections as a VM, but with better performance due to being able to utilize of resources installed within the host OS and other containers. However, containers do not have the full isolation of a VM, and thus implementing Docker for autograding ends up facing its own set of security concerns, as well as with the increased system resource usage. In this poster, we will analyze how well containers work, measuring system resources and throughput of submissions of containers against the traditional jailed environment.",Analysis of Container Based vs. Jailed Sandbox Autograding Systems: (Abstract Only),NA:NA:NA:NA,2018
Mehmet Ergezer:Bryon Kucharski:Aaron Carpenter,"Artificial intelligence (AI) and machine learning are rapidly developing fields, garnering increased attention from the public, as well as academia and industry. Recent advances allow us to use our smart devices at home to control TVs, speakers, and lights. A smart speaker that is plugged into the wall can handle powerful processing that can service complex user requests. However, as we rely more and more on AI conveniences, we expect them to be at our disposal when we are moving around. In this poster, we present preliminary work on the development of a new upper-level undergraduate course open to all computer science, electrical engineering, and applied mathematics students at Wentworth Institute of Technology (WIT). The new course, titled Embedded AI (EAI), introduces topics from embedded systems, artificial intelligence, digital signal processing, linear algebra, and probability and statistics. The proposed course includes lectures introducing the theory behind each topic and laboratory assignments that provide the students with the hands-on experience. At the end of the semester, students develop an embedded AI project of their own. An interdisciplinary academic team of computer scientists and electrical and computer engineers has been working on a curriculum and researching different platforms, datasets and sensors that will ultimately enable students at WIT to develop an embedded device that can support AI tasks as well as give the students the practical skills that employers seek. Handouts will be prepared with sample curriculum and breakdown of topics.",Curriculum Design for a Multidisciplinary Embedded Artificial Intelligence Course: (Abstract Only),NA:NA:NA,2018
Yifan Guo:Yang Song:Edward F. Gehringer,"Open-source course projects offer students a glimpse of real-world projects and opportunities to learn about architectural design and coding style. While students often have more difficulties with these projects than with traditional ""toy"" projects, instructors are also spending excessive time on grading miscellaneous projects. There is an improvising need for means to help students and instructors with their difficulties. This poster presents our work on predicting which course projects are likely to fail at an early stage with machine learning approaches. We collected metadata from 247 course projects in a graduate-level Object-Oriented Design and Development course over the past 5 years, built models to fit the course projects and use the classifier to help instructors to identify potential failing projects, thus to help students to salvage their works. By assuming that the project acceptances are related to the working patterns of project teams, we made innovations of adding temporal-based patterns into the training data, and achieved 86.36% classification accuracy with the addition of those features. We also proved several observations, such as most of the rejected projects are those begun relatively late during the project period, and the projects which modified more files/code does not result in better possibility of being accepted. By contrast, accepted projects tend to deliver a volume of code that is neither very small nor very large, compared to rejected ones. Our results also suggest that setting milestone checkpoints at roughly a week before the submission deadlines would enable more students to succeed in their OSS projects.",Early Detection on Students' Failing Open-Source based Course Projects using Machine Learning Approaches: (Abstract Only),NA:NA:NA,2018
Caelin Bryant:Jonathan Gilmour:Beatriz Herce-Hagiwara:Anh Thu Pham:Halle Remash:Marli Remash:Jonah Zimmerman:Sarah Dahlby Albright:Samuel A. Rebelsky,"The underrepresentation of women, students of color, and people from lower-SES (socio-economic-status) backgrounds within computer science remains a national issue. Recent studies demonstrate one reason: persistent stereotypes about ""who does computer science"" can cause minority groups to preclude interest in the field. Unfortunately, these stereotypes are not the only threat to diversifying the discipline. Engaging a diverse group of individuals in computer science is unlikely so long as computing curriculum is perceived as ""irrelevant"" and ""asocial/"". Confronting the stigma of triviality applied to computer science, much like approaching student perceptions about who can do computer science, is a necessary step for increasing the perceived applicability of the discipline.  As a step in combating the perception that programming curriculum is irrelevant, we developed and ran a week-long summer coding camp for local middle school students that camp applied principles of computing for social good with data science approaches to encourage campers to consider how computing could help them explore societal issues. Throughout the week, campers learned how to extract meaning from their work and gained experience collaborating in pairs to solve problems.  In this poster, we discuss the camp curriculum and its emphasis on the applications of computing. We consider the effects of the camp on the self-efficacy of campers and their perceptions of computer science. We then present some recommendations for those intending to conduct similar camps.",A Middle-School Code Camp Experience Emphasizing Data Science for Social Good: (Abstract Only),NA:NA:NA:NA:NA:NA:NA:NA:NA,2018
Zhiping Xiao:Siqi Li:Zachary Pardos,NA,"AutoQuiz: A Personalized, Adaptive, Test Practice System (Abstract Only)",NA:NA:NA,2018
Maddie Zug:Hanna Hoffman:Forest Kobayashi:Miles President:Zachary Dodds,"CS for All has set computer science on an unusual journey. Literacies are skills asked of us all: thus, ""CS for All"" identifies computing skills as a full-fledged human literacy. Yet, Computer Science departments are not uniformly ready to build a computing literacy for all students. This project has investigated on how different institutions are coping with this challenge.  We share the results of a 50-institution curricular survey, tracking CS course offerings for a variety of cohorts outside the CS major. We add additional detail to this big-picture snapshot with data from a ten-year experiment offering a biology-and-computing introductory course. The downstream outcomes are heartening in both computing skills (no difference at all in subsequent performance relative to a peer control-group) and in spurring overlapping interest. We also share several new paths, termed ""bridges"" and ""injections,"" to help computing contribute to the academic identities of students in other disciplines.  Just as cogent writing, critical reading, and compelling speaking are today/s hallmarks of literacy, the future may ask us to make computing part of our common goals and expectations. Through local and national data, this project is exploring new curricular paths with the goal that CS in many forms -- as a discipline, as an academic department, and as an identity of its own -- can fully support the challenge of ""CS for All.""",CS for All Academic Identities: (Abstract Only),NA:NA:NA:NA:NA,2018
Fay Zhong,"How to actively engage students using a more personalized approach in both online and face-to-face classes is an important topic in Computer Science discipline. Studies showed that adaptive learning approach can be used to redesign a course to achieve a better and more effective learning experience for the students. As a result, the Data Structures and Algorithms course at CSUEB has been redesigned using Smart Sparrow platform, with engaging adaptive learning objects embedded in the Blackboard LMS. Other tools like Open Educational Resources and ZyBook, as well as project-based group assignments were also utilized to transform the classes and student learning at the same time. The author reports on some preliminary results of a collaborative NSF grant that promotes the STEM education to a more diverse student body. Comparative results for control courses and the redesigned course demonstrate our findings and confirm the effectiveness of adaptive learning.",Designing Adaptive Learning Objects for Enhanced Student Engagement in Data Structures and Algorithms: (Abstract Only),NA,2018
Samuel Breese:Evan Maicus:Matthew Peveler:Barbara Cutler,"A flexible late submission policy can be used to help address breaches of academic integrity and student stress as they relate to programming assignments. To this end, we examine the use of late days -- earned, penalty free deadline extensions -- during our large format, two-semester introductory programming sequence. In particular, we examine correlations between patterns of student assignment submission and student plagiarism. Lexical-analysis-based techniques are used to identify probable cases of plagiarism across student submissions. Furthermore, we present metrics for estimating student stress at submission time. Our metric utilizes the automated grading score of the student""s current and previous submission attempts, the imminence of the assignment""s deadline, and the availability of late days. We corroborate these patterns with self-reported student surveys conducted at the end of the academic year.",Correlation of a Flexible Late Day Policy with Student Stress and Programming Assignment Plagiarism: (Abstract Only),NA:NA:NA:NA,2018
Stefan Seegerer:Ralf Romeike,"As the importance of Computer Science for all grows, questions about the foundation of CS related skills and knowledge everyone should be familiar with arise. Different education institutions or initiatives offer courses or other materials to provide CS knowledge and skills necessary to participate in future life, or any profession. Among these institutions are numerous universities and colleges which started to offer Computer Science courses explicitly aimed at non-CS majors. These course materials form an extensive data pool for determining crucial CS knowledge for non-majors. While the courses differ with regards to intention and topics, reflect a personal perception of the designer, or address specific local demands, they may still contain a foundation of CS for everyone. By examining multiple university and college courses, one can determine this foundation. In this preliminary study, we analyzed an initial sample of thirty different international Computer Science for all courses offered at colleges and universities between 2010 and 2017. The materials - syllabi and schedules of these different courses - were examined using a qualitative content analysis as proposed by Mayring. Based on coding results from the content analysis we identified the types of learning objectives those courses aim at. We also list inductively derived topic categories (e.g., representation of data, security, and social implications) and present different programming languages or tools used within those courses. Afterwards, the frequencies of topics in proportion to the number of courses were reported and associated with the previously identified learning objectives.","Goals, Topics and Tools of Computer Science for All University or College Courses: (Abstract Only)",NA:NA,2018
Ana Milanova:Barbara Cutler:Buster Holzbauer:Evan Maicus:Samuel Breese:Elizabeth Dinella:Matthew Peveler,"With surging enrollment in Computer Science courses at both the introductory and advanced level, it is critical to leverage automated testing and grading to ensure consistent assessment of student learning. Program analysis tools allow us to streamline the grading process so instructors and TAs can spend more time teaching, one-on-one tutoring, and mentoring students. We present complex use cases of automated assignment testing and grading within the open-source homework submission system, Submitty. Students receive immediate and detailed feedback from the automated grader, and can resubmit to correct errors. Submitty uses custom-built grading tools, including difference checking of plaintext program output, instructor authored assignment-specific custom graders, and static analysis tools that reason about program structure. In addition, it employs a variety of external tools, including version control (Git and SVN), unit testing frameworks (JUnit), memory debugging tools (Valgrind and DrMemory), and code coverage tools (Emma). In this poster we describe our experience with memory debugging and code coverage tools, and outline plans to include immutability inference and verification.",Program Analysis Tools in Automated Grading of Homework Assignments: (Abstract Only),NA:NA:NA:NA:NA:NA:NA,2018
Juan Chen:Li Shen:Jianping Yin:Chunyuan Zhang,"With the increasing demand of big data technology, there has been a growing interest of introducing high performance computing in computer science curriculum. One challenge in helping students understand the nature of efficiency and scalability issues in high performance computing is the lack of opportunities for them to be engaged in large-scale applications that run on supercomputer system architecture. This poster presents a collection of example projects that have been used in a parallel computing course in multiple universities in China, including National University of Defense Technology, Sun Yat-sen University and Hunan University. These projects were adopted from a wide range of scientific computing applications such as CFD, text mining of biomedical literature and so on. The large-scale computing resource for courses is supported by two National Supercomputing Centers, one in Guangzhou and the other in Changsha. The poster describes the background, objective, structure, task, practice process and outcome for each project. It also discusses the impact on student understanding all kinds of key topics and major challenges related to computational efficiency and scalability. Such projects build a positive practical environment to make students indulge in doing all kinds of interesting and helpful trials to validate their assumptions, especially when they have different perspectives or results for one problem. The poster presents our design evaluation rubric to reflect the effectiveness of our practice, as well as the statistics about the students"" achievements for the last three semesters.",Design of Practical Experiences to Improve Student Understanding of Efficiency and Scalability Issues in High Performance Computing: (Abstract Only),NA:NA:NA:NA,2018
Ke Zhang:Mingyu Chen:Yungang Bao,"To cultivate students"" capability of computer system thinking and software/hardware programming, experimental curriculum of computer system is regarded as one of the most effective methods. Some universities have set up hardware labs equipped with several or dozens of FPGA (Field Programmable Gate Array) boards for these courses. However, these lab kits are always in a relatively low utilization rate and how the students"" capability is improved by these assets is not easy to be evaluated. Inspired by the merits of FPGA public cloud (e.g. Amazon AWS F1 instance), an in-house-designed FPGA-based online cloud platform (named ZyForce) is proposed to deploy in UCAS. This platform is equipped with 40 custom designed boards using Xilinx Zynq UltraScale+ MPSoC FPGAs and the utilization rate of these education resources is boosted by means of advanced cloud computing technology. With ZyForce, students remotely carry out lab assignments (e.g. MIPS, RISC-V or domain-specific architecture processor design with cache/memory, DMA, accelerator and performance counter) as using local FPGA boards; instructors can analyze the downloaded operation log file for each student and know how these kits are being used. It""s believed that this kind of online hardware lab appliances provides a novel pay-as-you-go service model for those universities in remote regions who cannot afford to set up their own hardware laboratories, and also facilitates our students, the future scientists and engineers, with this promising cloud development approach.",ZyForce: An FPGA-based Cloud Platform for Experimental Curriculum of Computer System in University of Chinese Academy of Sciences (Abstract Only),NA:NA:NA,2018
Yu Zhang,"The rapidly growing scale of modern computer systems has been increasing the skill gaps between graduating students and industry expectations. The Compiler Course, as one of the core CS courses, is not only a course introducing the theory and practice of programming language translation, but also a comprehensive course cultivating students/ multidimensional competencies, such as programming, language design, software engineering, communication and collaboration, etc. Writing a compiler for a toy language is a common assignment in many compiler courses. Yet our compiler practice system differs from most of its peers in several aspects: integrated with real open source LLVM compiler, practice of some modern compilation mechanisms, process control and version management (using git), team work, etc. We designed two kinds of projects to integrate the LLVM compiler, one is coding class, e.g. developing an LLVM IR generator and a JIT-compiler on LLVM IR; the other is source code understanding class, e.g. providing guidance and issues for understanding the mechanisms of Clang parser or static analyzer. We also designed some team projects to let students investigate some modern language features and their implementation mechanisms, to discuss within and among teams, and finally to give team presentation. The poster describes the components of our compiler practice system, related practice support package and guidance. Some tradeoffs among difficulty, complexity, time and knowledge points are discussed. So far we have been practiced and improved the practice system for 4 years, and lessons as well as experiences are shared on the poster as well.",Compiler Practice System Integrated with Real Open Source Compiler: (Abstract Only),NA,2018
Stacey Watson:Julio César Bahamón:Harini Ramaprasad:Heather Richter Lipford,"Soft skills such as collaboration, communication and time management are essential to the success of computer science students both in school and after they enter the IT profession. While employers value these skills highly, there are so many technical skills to cover in computer science programs that these soft skills are not typically primary learning objectives for CS classes. As such, it is difficult to find time and space to address them directly. In this study, we investigate whether Classcraft, a game-based classroom behavior management platform designed for K-12 students, can motivate undergraduate students to develop their soft skills in large computing classes. To this end, we utilized Classcraft with 234 students across two face-to-face sections and one online section of an undergraduate ""Introduction to Operating Systems and Networking"" course to determine whether gamifying the engagement component of the course would motivate students to participate in co-curricular activities, enhance student collaboration and improve communication and time management. There were no in-game activities - the students in each section of the class earned experience points in Classcraft as a reward for completing class activities ahead of time, collaborative learning and teamwork, and asking or answering questions in class or via discussion forums in our learning management system. In this poster, we report our preliminary results of the impact of such a platform on student engagement in soft skills.",Developing Soft Skills with a Classroom Behavior Management Game: (Abstract Only),NA:NA:NA:NA,2018
Paulina Haduong:Karen Brennan,"Debugging is an essential practice in programming. Yet for many novice programmers, the process of finding and fixing errors in code can be frustrating. Debugging is rarely explicitly taught in introductory programming courses, perhaps because best practices of teaching debugging are largely undefined. In K-12, teachers new to teaching CS may also experience trepidation about supporting student-directed work in languages and environments unfamiliar to them. In this poster, we build on previous research that documented the individual and social debugging strategies employed by young novice programmers, from studying projects to asking for help (Brennan, 2013). With a focus on classroom settings, we have designed a set of debugging activities for young people working in Scratch--the Getting Unstuck activities. Through these interactive activities, students and teachers explore creative and collaborative strategies for debugging Scratch projects. In July 2017, the authors piloted these strategies with 17 novice programmers, ages 14 to 18. This poster describes this new resource, reports on findings from the pilot testing, and offers recommendations for the design of K-12 programming activities.",Getting Unstuck: New Resources for Teaching Debugging Strategies in Scratch (Abstract Only),NA:NA,2018
Peter E.J. Kemp:Miles G. Berry:Billy Wong,"In 2014 English schools undertook a shift from a mainly ICT based curriculum to one that focuses on computer science. Qualifications in computing have been introduced and ICT was subsequently phased out. The question now arises as to whether the students who would have previously taken ICT qualifications are now taking the new computer science courses. Using student data for all English examinations taken by 16 and 18 year olds, we have profiled the student cohorts taking ICT and computing, as well as the schools offering them. We have analyzed the differences between these two cohorts in terms of prior attainment, course outcomes, gender, socio-economic groupings, ethnicity, and geographic spread. We find that there are large differences between the two groups: computing has far fewer female, working class and particular minority ethnic students. Computing students tend to have achieved better in mathematics than their ICT peers, and there is some evidence that academic selection criteria are being used to restrict entry. We conclude that it is unlikely that all, or even most, students who would have previously sat ICT qualifications will now sit qualifications in computer science. The shift in curriculum and examinations may have produced a less inclusive subject.",The New Computing Curriculum in English Schools: A Statistical Analysis of Student Participation (Abstract Only),NA:NA:NA,2018
Gina Sprint:Andy O'Fallon,"Many universities offer an optional CS0 course taken prior to traditional CS1 and CS2 courses. Students enrolling in CS0 represent a variety of programming experience levels and majors. To more successfully recruit students to CS0 and retain students as CS majors, it is important to engage students in the course materials early on and frequently. There are several types of course materials (e.g. lesson notes, in class activities) and approaches to design engaging material (e.g. team-based learning, POGIL). In this poster, we focus on programming assignments that incorporate engagement practices put forth by the National Center for Women in Information Technology (NCWIT). NCWIT sponsors a program called EngageCSEdu, which is a collection of peer-reviewed introductory CS materials that are contributed by faculty. All materials in the database have demonstrated evidence of NCWIT""s engagement practices. In this poster, we present seven of our programming assignments that have been accepted into the EngageCSEdu database, two of which have won Engagement Excellence awards. The assignments cover the topics in a Python-based CS0 course at Washington State University. The poster presents the assignments, their learning outcomes, and their engagement practices. We include student commentary and examples of student submissions that demonstrate students"" interest and creativity. Lastly, we present advertising materials we deployed that showcase the CS0 programming assignments to recruit more students to take the course. The assignments, student examples, and advertising efforts we present offer insights for educators about recruiting, engaging, and retaining students of all majors in introductory CS courses.",Engaging Programming Assignments to Recruit and Retain CS0 Students: (Abstract Only),NA:NA,2018
Neal Mazur:Joseph Zawicki:Sarbani Banerjee,"The poster describes an innovative approach to help secondary school teachers enhance their computer science (CS) knowledge through the Google funded CS4HS (Computer Science for High School) program. Through a 4-day professional training workshop teachers learn different computational thinking skills, CS concepts and related tools in an attempt to promote CS education by establishing a computer club and eventually teaching CS courses in their schools. The training includes units from the Exploring Computer Science curriculum and brainstorming sessions on starting clubs, club activities, and strategies for recruiting more girls and minorities in clubs. Participating teachers are invited back during the school year to participate in events including a CS conference and a competition and showcase for their students to continue the momentum started by the workshop. Teachers share the barriers to establishing clubs and success stories of being the first teachers to introduce computer science into their schools. More than 150 teachers from more than 50 secondary schools have participated in the CS4HS workshops since the program""s inception. The result is that many of the participating teachers now have established computer clubs; many teach CS courses and many bring their club students to participate in the annual CS4HS Showcase and Competition event at Buffalo State College; all contributing to the goals of CS4HS which is to promote CS education in every secondary schools of Western New York. This will create a pipeline of aspiring CS students and help to alleviate the current and predicted shortage of CS professionals.",Attracting Secondary School Students to Computer Science through Training Teachers to Establish Computer Clubs: (Abstract Only),NA:NA:NA,2018
Shannon Campe:Jill Denner:Emily Green:Linda Werner,"Pair programming is considered a best practice since it has been shown to reduce the gender gap and increases confidence for university students in introductory computer programming courses. However, little is known about what it looks like in middle school. This study was designed to provide detailed descriptions of what pair programming looks like, how it varies across demographic groups, and how it changes over time. The data presented in this poster is from a subset of a larger study (81 middle school students) which consists of 66 (28 girls; 38 boys) students (55% Latino/a; 23% White) who worked in 33 same-gender pairs (42% female) to design and program their own video game. Data include video and audio recordings, screen capture files and logging files. The findings suggest that students are spending log periods of time not interacting, and those with more experience have a third person present more often while programming. When pairs are interacting specifically about their game the girls spend more time engaging constructively around ideas and solutions in comparison to boys. The results will be used to inform strategies to support effective pair programming in middle school, and to inform future studies.","Pair Programming Interactions in Middle School: Collaborative, Constructive, Dismissive, or Disengaged? (Abstract Only)",NA:NA:NA:NA,2018
Kris Jordan:Gabi Stein,"This poster investigated the data from the past year of CS1 and found overwhelming evidence that students who have taken calculus are significantly more likely to succeed and less likely to fail that those who do not. On a Fall 2016 CS1 final exam, students who had not earned credit for a first course in college-level calculus were 2.8 times more likely to fail it than those who had (p=<0.0001,N=844). The mean final score for students with calculus was an 84, and those without was 61 (p=<0.0001). The result surprised the instructor, course staff, and faculty familiar with the course because the course itself does not emphasize mathematical or scientific computing. The course was Java-based, objects-early, and introduces both object-oriented and imperative programming fundamentals. The effect was evident across a range of problems, none seemingly requiring beyond basic algebra. In the Spring of 2017, the instructor and course staff set forth to explore these questions and close the math gap discovered in the Fall of 2016. This poster further proposes to develop interventions to aid those with a lower math maturity level through introducing a specialized CS1 to better accommodate those with a lower math maturity level by reducing the pace and installing prerequisites for the established CS1. Prospective Computer Science students at liberal arts colleges and universities enter with a wide range of mathematical backgrounds. Failing to acknowledge these disparities is demoralizing to students during their first course in CS and is counter-productive to inclusivity.",The Math Gap in an Inclusive CS1 Course: (Abstract Only),NA:NA,2018
Andrea Bonani:Vincenzo Del Fatto:Gabriella Dodero:Rosella Gennari,"Smart interactive tangible objects (briefly, tangibles) can help teachers in the scaffolding of algorithmic thinking of 10-13 years old children. In this work, tangibles deal with graph algorithmic thinking. By following an action-research design approach, tangibles were rapidly developed and used in studies with children and teachers (Bonani et al., 2017, 2018). This poster shows their evolution and the most recent experience: a field study with 8 middle school children, and 5 primary school children, using tangibles for graph algorithmic thinking. Data collected by researchers were mixed (qualitative and quantitative), concerning engagement and learning (e.g., Gennari et al., 2017). Results suggest that tangibles engage pupils and help them understand simple and connected graphs. Future work will seek their adaptation to classes (e.g., Di Mascio et al., 2012).",Tangibles for Graph Algorithmic Thinking: Experience with Children (Abstract Only),NA:NA:NA:NA,2018
Shan Jiang:Gary K.W. Wong,"In recent years, we have seen an increasing interest in bringing programming back to K-12 education. Many educators begin to recognize the necessity of helping children develop computational thinking (CT) as an essential skill to address 21st century challenges. In this poster, we report the preliminary findings from the first year of a 3-year longitudinal study based on a coding curriculum for Grade 4 to Grade 6. This 3-year study aims to gain an understanding of how coding activities helps children at upper primary school ages develop CT for problem solving, and if this problem-solving mindset is transferrable to other contexts, for example, daily life scenario and mathematical field. A part of the research focuses on a comparative study between students' intrinsic motivation of coding (i.e. ""plugged"") activities and ""unplugged"" activities (i.e. learning concepts from computer science through paper-based games without programming), which helps us understand the advantages and disadvantages of different learning approaches to CT. At the end of the first year, around 600 fourth graders"" were assessed with their CT competence and affective tendency through: (1) a pre/post-test on the CT skill and mathematical ability; (2) a questionnaire on intrinsic motivation in plugged and unplugged activities. The preliminary findings indicate that students have gained a good programming-related knowledge and improved problem-solving skills through our curriculum. They were intrinsically motivated to participated in both types of activities. However, students did not show the ability to transfer computational thinking to mathematical context.",Are Children More Motivated with Plugged or Unplugged Approach to Computational Thinking?: (Abstract Only),NA:NA,2018
Dale R. Thompson:Bryan Hill:David Shannon:Himasri Lekkala:Wen-Juo Lo,"Training Arkansas Computing Teachers (TACT) is an NSF-funded three-year project, designed to rapidly address both a) Arkansas' pressing need for computer science (CS) talent and b) the new law requiring all Arkansas high schools to provide access to CS instruction for their students. The goal is to train high school teachers on computational thinking practices and the seven big ideas from the AP CS Principles curriculum framework and to make them CS-certified teachers. The TACT professional development (PD) consists of a two-week face-to-face hands-on workshop for high school teachers during the summer and offers online support throughout the year. During the first week, TACT hosts the UTeach CS Principles course, a classroom-ready curriculum designed in alignment with the CS Principles framework. During the second week, TACT hosts the TACT CS Boot Camp designed to cover CS topics that are typically covered in licensure exams. Effectiveness of the project is measured through the surveys taken by teachers before and after the PD regarding their integration and confidence levels of topics corresponding to seven big ideas. The poster will display details of the PD, example survey questions and our findings in a tabular format. See https://tact.uark.edu.",Preliminary Results of TACT Integration and Confidence Levels on Seven Big Ideas of CS: (Abstract Only),NA:NA:NA:NA:NA,2018
Fred Martin:Chike Abuah:Subhajit Chakrabarty:David Nguyen:Mark Sherman:Diane Schilder,"Assessing students' learning of concepts in programming is an essential part of teaching computer science. We developed the Tablet Game, an embedded assessment that measures students' skill in identifying programming structures used to create various behaviors in MIT App Inventor. The assessment was implemented as an app for Android devices. Students conducted an activity in the app, and identified which code-blocks would create those behaviors. Students' responses were transmitted to our custom data-collection server. In two five-day app development summer camps held with middle school students, students completed the same Tablet Game assessment on day 1 and day 5. Students also completed pre/post surveys which gathered ethnographic data and asked about interest levels in computer science and prior programming experience. Using data from 44 students with pre/post assessments matched to surveys, our results indicated that (1) students with high self-reported prior experience in App Inventor outperformed students with low prior experience on the Tablet Game pre-test, indicating that the assessment measures programming skill and (2) students with low prior experience achieved equivalent results as the high prior experience cohort in the post-test, indicating that the camp was successful in imparting programming skills. Both of these results are statistically significant. Further, (3) there were no statistically significant differences in gender composition of the two experience cohorts, indicating that the camp was equally accessible to girls and boys.",The Tablet Game: An Embedded Assessment for Measuring Students' Programming Skill in App Inventor (Abstract Only),NA:NA:NA:NA:NA:NA,2018
